level,puzzle_id,clues,logical_steps,hardest_technique,nakedSingle,hiddenSingle,lockedCandidates,nakedPair,hiddenPair,nakedTriple,skyscraper,xWing,swordfish
beginner,179,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,180,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,181,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,182,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,183,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,184,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,185,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,186,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,187,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,188,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,189,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,190,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,191,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,192,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,193,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,194,38,43,hiddenSingle,38,5,0,0,0,0,0,0,0
beginner,195,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,196,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,197,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,198,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,199,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,200,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,201,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,202,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,203,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,204,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,205,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,206,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,207,38,43,hiddenSingle,38,5,0,0,0,0,0,0,0
beginner,208,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,209,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,210,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,211,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,212,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,213,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,214,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,215,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,216,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,217,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,218,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,219,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,220,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,221,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,222,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,223,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,224,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,225,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,226,38,43,hiddenSingle,40,3,0,0,0,0,0,0,0
beginner,227,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,228,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,229,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,230,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,231,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,232,38,43,hiddenSingle,33,10,0,0,0,0,0,0,0
beginner,233,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,234,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,235,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,236,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,237,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,238,38,43,hiddenSingle,40,3,0,0,0,0,0,0,0
beginner,239,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,240,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,241,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,242,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,243,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,244,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,245,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,246,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,247,38,43,hiddenSingle,41,2,0,0,0,0,0,0,0
beginner,248,38,43,hiddenSingle,39,4,0,0,0,0,0,0,0
beginner,249,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,250,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,251,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,252,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,253,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,254,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,255,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,256,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,257,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,258,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,259,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,260,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,261,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,262,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,263,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,264,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,265,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,266,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,267,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,268,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,269,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,270,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,271,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,272,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,273,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,274,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,275,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,276,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,277,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,278,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,279,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,280,38,43,hiddenSingle,42,1,0,0,0,0,0,0,0
beginner,281,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,282,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,283,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,284,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,285,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,286,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,287,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,288,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,289,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,290,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,291,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,292,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,293,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,294,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,295,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,296,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,297,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,298,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,299,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,300,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,301,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,302,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,303,38,43,hiddenSingle,40,3,0,0,0,0,0,0,0
beginner,304,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,305,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,306,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,307,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,308,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,309,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,310,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,311,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,312,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,313,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,314,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,315,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,316,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,317,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,318,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,319,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,320,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,321,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,322,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,323,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,324,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,325,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,326,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,327,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,328,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,329,38,43,hiddenSingle,38,5,0,0,0,0,0,0,0
beginner,330,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,331,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,332,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,333,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,334,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,335,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,336,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,337,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,338,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,339,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,340,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,341,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,342,38,43,hiddenSingle,35,8,0,0,0,0,0,0,0
beginner,343,38,43,hiddenSingle,41,2,0,0,0,0,0,0,0
beginner,344,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,345,38,43,hiddenSingle,41,2,0,0,0,0,0,0,0
beginner,346,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,347,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,348,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,349,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,350,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,351,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,352,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,353,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,354,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,355,38,43,hiddenSingle,36,7,0,0,0,0,0,0,0
beginner,356,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,357,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,358,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,359,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,360,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,361,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,362,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,363,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,364,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,365,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,366,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,367,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,368,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,369,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,370,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,371,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,372,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,373,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,374,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,375,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,376,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,377,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,378,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,379,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,380,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,381,38,43,hiddenSingle,41,2,0,0,0,0,0,0,0
beginner,382,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,383,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,384,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,385,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,386,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,387,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,388,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,389,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,390,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,391,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,392,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,393,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,394,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
